server_id,server_ip,server_mac,server_location,server_memory_used,server_temperature,server_os,server_start_time
RCGWG-58838,50.50.122.12,5B-DF-94-D3-0D-22,Auckland,50,64,Windows,02/19/2021 05:25:36
BXWMF-40463,237.100.196.211,6B-8A-E2-0B-F8-82,London,91,72,FreeBSD,04/09/2022 22:15:05
ELGKY-06956,31.118.221.201,5D-32-13-FD-FF-55,New York,77,83,FreeBSD,12/15/2022 20:29:20
ACWWK-83829,51.221.159.240,94-B5-8C-41-6E-EE,Bangalore,56,35,Fedora,01/22/2022 05:34:34
PZUEH-96341,194.125.79.36,3F-61-8F-6A-EA-5D,New York,56,42,Windows,03/23/2021 19:10:18
VTYJR-47412,108.82.226.140,C8-08-A6-5E-72-C0,Bangalore,36,42,RHEL,08/01/2021 11:38:48
YPHHR-76009,218.25.54.89,C8-F9-95-12-55-F8,Tokyo,2,37,Windows,12/07/2021 05:10:18
DEUYD-60374,223.43.123.253,EE-74-FA-67-CB-16,Tokyo,86,40,RHEL,12/19/2022 22:51:33
BBKPF-85442,215.247.103.75,E3-71-28-BA-DE-81,Toronto,52,47,RHEL,02/19/2022 23:40:35
TFXDM-27311,163.161.224.60,15-F4-F0-86-07-A0,Bangalore,95,45,Fedora,04/03/2022 12:26:21
EXJQW-51377,26.107.160.71,05-20-4B-1D-80-CD,Bangalore,97,21,RHEL,04/02/2022 01:22:55
DMIHY-95524,117.102.70.37,F4-49-AA-7C-15-55,New York,56,51,FreeBSD,01/07/2021 17:34:35
XGSXR-47152,48.100.237.112,89-2A-3B-92-31-26,New York,91,48,RHEL,06/16/2022 00:19:55
HUBPS-31339,56.0.189.78,32-AD-58-F2-F2-57,Bangalore,21,60,Windows,08/03/2022 20:59:32
KELEX-86082,143.115.54.13,C1-93-76-3D-A2-87,Auckland,34,46,FreeBSD,11/19/2021 20:05:27
UAKZR-38654,138.41.193.101,21-DB-19-6D-50-5C,Tokyo,84,69,RHEL,08/01/2021 04:33:58
KSVUM-78444,122.5.237.167,AB-3A-2F-25-5A-D6,Tokyo,85,31,Fedora,11/25/2021 02:00:46
MJGTM-33589,103.107.96.147,60-FF-46-2E-8C-7C,New York,19,80,RHEL,02/19/2021 18:06:15
VZSFB-11361,22.116.220.124,20-69-E3-99-C0-52,London,33,28,Fedora,08/09/2022 20:14:49
DAUSF-79048,196.126.159.49,BD-D1-A8-05-4E-96,London,93,45,FreeBSD,12/27/2021 17:18:11
IHAEO-71471,171.22.9.19,E0-DE-6D-69-35-CA,Auckland,64,23,RHEL,01/21/2022 14:24:18
DTOUG-64253,160.171.221.201,65-FF-2E-D3-DF-E6,New York,30,57,Fedora,01/15/2021 04:37:01
ZMTFX-01946,59.196.204.30,0C-B8-F8-1B-99-C7,New York,6,28,RHEL,10/19/2021 23:32:51
TSKPO-36307,40.10.133.223,02-F9-27-88-0B-DB,New York,72,20,Windows,05/10/2021 23:41:05
EYBTR-77679,47.62.32.219,24-64-30-23-56-6E,Toronto,81,40,FreeBSD,07/21/2022 00:04:51
JMGVZ-62030,94.93.81.61,0D-27-F1-03-60-37,Bangalore,11,35,Windows,04/30/2022 21:23:50
ZZLUX-45490,252.130.98.67,5D-38-15-69-6A-10,Bangalore,20,22,FreeBSD,04/18/2023 13:59:19
LLQCL-76174,250.138.162.4,79-9F-3A-28-5D-96,Bangalore,22,68,Fedora,03/24/2023 19:00:34
EGMDX-16422,126.129.203.168,44-2E-3E-23-B9-8B,New York,37,53,Windows,01/11/2021 10:38:17
WPNJJ-65879,166.54.81.167,2D-3A-A8-B4-A7-AC,London,59,46,Fedora,05/11/2022 05:43:59
XUGRV-52083,235.191.216.70,49-C4-38-11-07-3D,Tokyo,11,64,RHEL,05/04/2023 08:54:48
QRHFX-18669,205.179.54.253,1A-B6-A1-4E-74-49,Bangalore,35,37,Fedora,03/15/2023 13:14:11
OMBDD-88772,22.242.127.221,33-7C-E8-CC-4A-61,Auckland,53,62,Windows,05/10/2023 16:49:45
MRFYA-41723,189.220.61.52,67-FD-96-45-80-EB,Berlin,6,53,Fedora,08/20/2022 14:02:59
ITIDF-81317,153.221.171.48,67-B3-20-25-C2-D7,Toronto,22,39,Windows,05/10/2023 21:32:31
MYPBP-63941,190.126.226.213,8C-FC-92-5B-E7-77,New York,11,78,RHEL,11/27/2021 20:06:48
ETFHW-81513,45.104.254.25,F5-EB-5E-55-0C-30,Tokyo,90,44,RHEL,11/21/2021 03:25:22
XFKUM-14243,227.84.24.31,55-2D-BA-0B-0D-68,Tokyo,78,80,Fedora,05/06/2023 05:29:06
FJQJW-63780,175.59.67.157,C0-0B-36-C3-F0-C3,Toronto,85,24,Fedora,11/13/2021 13:55:29
CMXWK-31676,87.211.33.121,1C-24-E7-04-F2-DB,Auckland,83,78,FreeBSD,11/21/2021 17:38:05
OCMSG-64432,13.104.203.30,62-70-C1-90-2F-2D,Bangalore,94,24,Windows,04/19/2022 06:10:28
EDDCU-49500,56.210.13.29,81-BF-F6-C9-BA-85,Tokyo,3,51,FreeBSD,05/09/2023 14:17:05
TWKJW-06155,226.239.81.143,3C-9C-F0-59-95-C4,New York,34,57,FreeBSD,03/03/2023 18:29:55
SOVSW-41400,231.86.31.164,8B-7E-FC-03-A5-23,London,16,52,RHEL,01/01/2022 06:55:11
GOBZP-20151,94.166.228.232,AB-76-CD-EB-19-A9,New York,24,41,Windows,05/16/2023 11:31:32
TEXJX-71226,3.179.118.54,35-B7-76-E8-4A-A8,Berlin,46,78,Windows,09/11/2022 07:50:43
NJVHJ-14581,202.86.98.93,E1-BB-D7-9D-3E-1E,Toronto,42,74,FreeBSD,03/18/2022 09:21:23
LEYZJ-59297,86.89.34.245,6D-18-AB-E4-11-15,Berlin,25,73,RHEL,12/01/2021 14:48:30
EIECD-71362,233.204.215.42,62-63-E9-AC-54-95,London,33,47,Windows,04/18/2023 09:51:08
BFAFY-32416,128.33.126.7,B1-3F-AF-2C-48-E9,Toronto,86,81,FreeBSD,12/06/2021 03:55:02
GBISD-63953,246.253.57.150,9F-A7-79-23-F3-6B,Toronto,90,29,FreeBSD,11/11/2021 03:50:18
UHOWD-83103,251.111.186.134,95-EA-7D-10-34-8E,London,33,38,RHEL,05/21/2023 22:42:35
QWMMQ-76613,167.64.99.52,C2-72-CF-CA-82-BC,Bangalore,79,65,FreeBSD,06/05/2021 09:42:59
RLLRV-68014,223.189.166.45,18-20-AD-4B-B5-55,Berlin,58,75,FreeBSD,02/26/2023 03:21:02
CMMPF-08452,15.39.96.41,EE-D1-FC-CD-B1-57,Berlin,33,60,FreeBSD,02/09/2023 17:08:21
VPGOK-41575,73.183.230.118,51-BD-9A-C0-A8-E7,Tokyo,51,31,RHEL,06/17/2021 23:56:53
CUMJF-60431,65.15.135.50,C3-7E-20-E6-2E-8D,London,45,67,FreeBSD,10/04/2021 07:18:39
PUFKX-00207,0.143.165.157,7C-35-6C-77-39-5D,Auckland,71,63,Fedora,09/08/2021 14:33:02
YMVIO-40502,222.153.231.24,FD-AC-69-A6-D0-00,Berlin,67,75,Windows,06/14/2023 05:05:21
XOTNU-94703,25.168.148.38,0C-35-28-51-68-F1,London,100,83,RHEL,09/13/2021 12:32:14
QMJPW-00798,9.239.171.90,FD-12-2A-2A-E8-F3,New York,51,27,RHEL,09/28/2022 13:24:39
RBJGT-00754,137.32.85.209,AF-2A-39-23-69-BB,London,11,64,Windows,03/24/2022 15:45:54
EPYIE-71936,180.167.74.114,57-26-E0-AB-00-BB,Berlin,60,51,Fedora,12/21/2022 20:01:55
YOFJY-24077,103.213.97.46,CB-FC-D1-AE-BB-37,London,25,28,Windows,09/19/2022 06:21:18
FKSWP-80305,153.34.105.18,3D-1C-1C-12-3B-8C,Toronto,84,59,Windows,02/10/2021 03:41:17
FLDOG-50020,18.205.53.146,42-F7-21-A3-F5-B0,New York,48,40,Fedora,05/14/2023 08:50:12
KDYCX-09021,21.233.145.189,71-16-E7-36-17-4D,Auckland,20,58,Windows,01/09/2023 13:11:24
FWDRM-12727,36.183.145.43,44-C2-F2-99-FF-61,Tokyo,59,25,FreeBSD,01/11/2023 05:34:02
HOXZL-63140,145.167.205.245,DD-68-29-A6-5D-3A,Bangalore,95,28,Fedora,03/07/2022 09:50:57
WWGFZ-07606,217.190.86.151,9C-3E-B5-55-58-FC,Tokyo,97,24,FreeBSD,09/24/2021 19:32:51
TDQVA-53549,196.202.64.89,F2-39-1F-41-FC-05,Bangalore,71,22,Windows,09/10/2022 10:31:06
QDVGC-02144,25.71.87.76,D5-E5-36-45-98-9F,Berlin,95,82,FreeBSD,10/22/2021 14:34:49
AIEZJ-37324,230.213.0.129,C2-FA-46-A5-62-5E,Berlin,72,52,RHEL,09/22/2022 21:28:16
SOWJC-96435,196.47.172.27,1F-58-EC-F5-1F-0C,Toronto,63,75,Fedora,10/27/2022 12:38:25
ITMFG-19072,131.21.193.93,0C-68-D1-0F-88-C0,Tokyo,75,45,FreeBSD,01/31/2022 06:05:20
KZREA-17129,54.141.163.149,E9-95-E3-38-AB-7F,Bangalore,2,21,FreeBSD,01/27/2023 13:00:34
YLHTM-23061,118.230.35.157,ED-1D-09-32-65-B4,New York,71,60,Windows,03/28/2021 23:52:06
DZCOI-45423,190.1.47.129,57-32-B7-0B-AE-A4,Auckland,32,22,RHEL,11/07/2022 14:24:47
ADMFQ-49245,166.75.72.88,07-99-1E-94-1E-6F,Toronto,20,82,Fedora,07/14/2021 14:47:57
VYFLU-81208,156.230.90.215,92-5F-35-AD-50-18,New York,49,32,FreeBSD,04/06/2023 16:17:17
MUGRI-70411,81.20.232.240,EE-76-7D-7F-9D-09,Toronto,43,27,RHEL,06/25/2021 19:08:28
NUYOQ-04975,15.187.85.88,4A-32-E4-02-4A-98,Bangalore,90,27,FreeBSD,02/05/2022 11:15:32
KXOGZ-23706,168.172.184.6,A3-8D-AA-4D-52-FE,New York,6,64,Windows,09/15/2021 17:44:25
HMJCB-87161,32.167.203.102,6A-2F-16-AB-6C-17,Bangalore,28,75,Windows,07/16/2022 02:08:09
EFGID-07899,83.36.179.20,FC-82-59-F6-F2-6B,London,2,48,RHEL,03/12/2021 09:14:36
AOASW-78940,245.140.49.104,DE-19-E2-F4-60-10,Toronto,91,23,Windows,03/22/2022 01:15:07
PMIVM-45973,180.26.237.133,0C-6B-02-AD-30-47,Auckland,95,76,Fedora,03/04/2022 12:48:22
MTKZP-49996,68.172.113.231,48-06-F7-67-27-84,New York,66,70,Windows,07/29/2021 18:48:07
WYFYE-40730,158.168.48.20,10-95-0C-19-DB-7E,Toronto,17,62,Windows,10/23/2021 02:54:31
JCRRK-53517,2.118.78.47,0E-19-C9-FE-A5-58,London,83,60,RHEL,01/27/2021 18:51:16
ALHXT-58518,207.216.147.5,99-1B-A1-48-74-27,New York,21,54,FreeBSD,11/01/2021 22:19:32
HZIBW-33095,45.210.55.25,34-2F-8C-38-01-85,Bangalore,85,32,Windows,02/24/2023 05:47:07
LLYBC-12047,119.11.0.30,BA-49-16-34-9C-63,Berlin,53,61,Fedora,02/23/2023 09:32:21
JBATI-94753,211.125.105.70,FD-A4-19-66-7C-1B,Bangalore,57,84,RHEL,06/05/2021 12:57:46
FGCIY-44767,173.88.114.51,8E-45-F0-59-6C-97,Toronto,28,55,Windows,08/12/2021 07:38:51
ZNIIK-24812,244.57.163.21,45-25-1B-5F-58-D0,Toronto,28,34,RHEL,01/21/2023 08:34:16
YWFUT-53103,199.53.88.101,C7-56-B1-2A-64-72,Berlin,98,83,Windows,11/22/2021 15:17:42
LTFKH-25074,193.176.123.70,98-CC-26-AE-94-7B,New York,32,24,FreeBSD,02/24/2021 16:24:51
BEONQ-96083,2.159.133.249,6D-5C-6A-03-15-53,New York,9,47,Fedora,09/29/2022 16:52:35
YIOEH-89331,90.129.192.125,1B-40-74-B7-B3-57,London,59,59,Windows,09/17/2021 23:37:26
MZMXA-83384,16.99.181.188,D7-F1-46-08-44-90,Toronto,49,28,RHEL,09/09/2022 10:46:39
WASZB-15523,119.42.103.79,A5-A7-91-11-DB-10,Auckland,95,74,Fedora,09/02/2021 19:32:55
UXELF-66237,33.62.15.182,B7-7F-BF-38-9C-12,New York,100,61,FreeBSD,04/20/2023 16:07:41
EBZBX-80108,78.166.46.248,51-6B-BB-98-F1-2A,New York,47,80,Fedora,05/22/2022 18:46:20
VUWZK-53897,115.242.157.62,B8-F5-FD-3C-6F-88,Berlin,67,61,RHEL,07/20/2022 04:15:23
UWCIW-91490,149.115.244.153,A9-A8-EF-C1-D2-77,Bangalore,43,38,Windows,06/18/2023 20:19:39
CLMRP-99902,118.34.142.207,CA-A1-92-42-E5-2C,Tokyo,93,23,RHEL,11/28/2022 20:40:25
BPWNO-24279,54.74.167.92,5C-29-EC-80-13-BB,Berlin,51,77,Fedora,12/24/2021 03:08:16
ZNYSX-32188,253.84.47.222,D8-A1-DB-2C-54-75,Toronto,7,72,Windows,08/11/2022 10:03:44
HFTRG-42925,94.86.71.34,31-0B-DF-6B-6F-30,Auckland,71,85,Windows,05/15/2023 16:53:19
RDZAU-21467,218.115.127.29,EF-BB-30-A5-E7-EF,London,79,75,RHEL,10/14/2022 00:27:58
YYBGB-64682,150.146.134.218,02-D6-96-B9-3F-06,Tokyo,69,54,FreeBSD,06/14/2021 01:26:21
VYCRQ-07467,35.108.42.82,6B-B8-C9-D2-93-76,Tokyo,43,83,FreeBSD,01/08/2022 16:36:54
DMCHJ-97917,58.86.228.158,2F-0B-82-90-47-93,Auckland,50,59,RHEL,06/10/2021 23:57:17
JIHPB-95884,141.162.247.113,3D-D0-C2-3F-14-1C,Tokyo,100,63,Fedora,05/06/2022 04:23:01
LHBTR-08052,155.102.6.31,50-5E-0E-55-F1-0D,Bangalore,53,45,FreeBSD,02/10/2023 03:32:36
LPMAT-65256,19.233.212.148,AA-DB-94-F1-ED-8E,New York,88,43,FreeBSD,01/31/2022 14:03:23
EMUYB-52712,48.143.86.5,A9-46-DE-38-26-FE,Bangalore,79,60,FreeBSD,04/29/2021 00:53:46
UZBDR-32265,81.38.227.105,C8-01-F1-12-F0-90,Tokyo,67,54,Windows,08/24/2021 19:35:45
ENFCW-79259,37.35.106.240,5A-89-0C-C3-4F-11,Toronto,100,32,Fedora,01/10/2021 14:45:55
EURVM-97533,47.59.23.127,E7-99-BC-54-48-DA,Bangalore,62,71,FreeBSD,06/08/2021 19:23:14
GIQPT-89153,29.225.122.82,4F-B2-0C-DE-FB-7F,Tokyo,91,62,Fedora,07/24/2022 17:19:25
KYQZQ-20095,80.35.169.228,73-C8-B6-47-0D-41,Bangalore,20,33,FreeBSD,08/03/2021 08:32:42
UMQQM-08269,28.169.91.152,0A-D9-17-AE-23-18,London,66,52,Windows,04/24/2022 10:12:44
ZIMEJ-20113,90.152.66.66,6D-E3-87-89-02-09,New York,1,44,FreeBSD,11/17/2021 00:15:35
RWXPE-88674,79.231.9.20,DC-55-7F-3C-99-30,Berlin,23,54,FreeBSD,04/06/2023 14:26:16
EITBS-85793,94.2.226.241,77-A7-7E-D6-A4-AA,New York,97,82,Fedora,06/17/2022 13:03:23
KZSBN-80290,229.182.217.247,AC-00-23-87-07-52,Tokyo,82,68,RHEL,03/26/2021 05:59:17
JDRMX-71094,18.4.207.11,57-5F-3F-FA-CE-36,Bangalore,92,78,Fedora,05/31/2023 22:17:59
NZYPK-92062,138.23.172.229,2A-A9-DA-94-3B-76,London,20,46,Fedora,08/17/2022 12:14:52
MHFUQ-95321,179.115.118.247,EC-13-F4-DC-52-4C,London,77,21,RHEL,05/16/2021 03:28:03
JZBMG-63226,93.184.230.224,E4-B4-89-D2-B3-B9,Toronto,21,85,FreeBSD,01/22/2021 08:46:59
KQVEI-08023,9.233.58.66,A6-AB-71-88-E3-B2,London,62,46,FreeBSD,04/29/2021 01:06:33
XGHQJ-04836,47.100.142.220,5F-C7-1A-E7-84-4A,Tokyo,12,21,RHEL,07/13/2021 09:10:36
ZGRZH-61654,136.30.78.85,76-31-8F-0F-03-0B,Toronto,27,67,Fedora,08/20/2021 03:27:52
PAHPH-85104,75.69.228.148,D8-D5-D1-14-87-EC,Bangalore,23,63,RHEL,12/13/2021 22:39:30
KBRPZ-33388,204.85.192.93,EF-73-3E-6C-11-B7,Berlin,74,31,RHEL,06/12/2022 16:49:33
KXYRF-33129,95.239.109.184,A3-7E-5D-AB-3D-E8,Bangalore,85,45,RHEL,01/26/2022 17:04:31
VXMIU-34038,111.156.7.169,2A-A1-BD-AD-49-A3,Tokyo,21,82,Fedora,04/30/2023 16:43:03
MEFIX-93208,182.200.45.199,91-22-99-3A-E1-C8,Berlin,38,21,Fedora,12/22/2022 03:52:39
LBQQF-23562,255.250.180.199,94-DA-4B-A9-B5-83,Tokyo,94,62,RHEL,04/28/2022 22:50:26
XAFOH-25603,41.60.92.150,21-00-7F-57-AA-95,Berlin,15,45,Fedora,05/23/2021 07:42:44
KWQZA-21741,235.141.209.103,3E-84-A3-16-E5-ED,New York,14,25,FreeBSD,04/19/2021 21:02:15
PHUHT-10958,225.22.111.5,7A-62-BD-EA-2B-6A,Berlin,11,43,FreeBSD,05/11/2023 20:31:22
MNDHA-12961,50.186.109.119,B1-14-61-4B-48-F4,New York,67,67,Windows,07/13/2022 17:40:59
JARSK-95082,115.148.165.119,15-49-3F-26-20-1E,New York,80,74,Fedora,01/11/2021 04:53:37
XVZWA-42177,147.235.239.77,35-F4-6B-4F-C9-8A,Auckland,82,28,Fedora,10/10/2022 12:53:22
VWWIH-15416,119.234.215.68,33-F4-65-7B-A1-8A,Toronto,4,66,Windows,08/20/2022 07:08:02
VGJUF-79429,21.191.163.105,2E-BA-EF-AA-C2-B3,Tokyo,87,43,FreeBSD,04/15/2021 18:19:59
WVZPZ-59554,6.31.42.172,2A-4D-75-D6-70-64,Bangalore,36,74,RHEL,02/07/2021 17:58:58
OSNOX-02026,160.92.184.219,8C-60-B0-06-84-93,Toronto,31,42,Windows,06/04/2023 02:03:55
NZLME-50689,123.116.93.142,71-CA-3E-C0-50-A9,Bangalore,18,39,RHEL,03/17/2023 06:09:46
OUMMA-92223,231.109.23.15,CE-2F-0D-98-89-41,Bangalore,72,79,Windows,01/09/2021 01:17:59
PQMBZ-79111,168.60.208.25,B5-98-81-E5-0C-FC,Auckland,11,84,RHEL,07/12/2021 19:08:05
YOHKY-26405,237.59.179.125,91-8E-BC-6D-1A-ED,Toronto,51,75,Windows,01/14/2023 09:36:32
CJXKO-11300,155.136.30.199,5F-7C-FF-6F-EB-57,Auckland,29,70,FreeBSD,03/12/2023 15:34:58
BUFEN-93900,203.127.21.197,99-C1-C8-DE-B2-AC,Tokyo,39,79,RHEL,07/22/2021 06:23:31
QQUQX-88641,91.50.104.86,02-48-70-DF-D0-16,New York,18,84,Windows,12/27/2022 10:56:14
VBUKZ-35076,85.18.126.200,F0-65-D9-33-5F-82,London,48,20,FreeBSD,05/14/2021 03:34:11
XHZXU-98604,212.185.175.35,FC-17-8A-45-55-85,Tokyo,28,41,Windows,09/25/2021 16:41:50
HBIGZ-38371,229.183.70.72,FE-E5-03-5B-D0-DE,Tokyo,65,39,Windows,07/25/2021 08:01:40
BWLAD-28378,74.33.159.200,2C-5F-5A-ED-AC-67,Tokyo,45,62,RHEL,09/02/2021 01:30:23
UPXEM-13418,109.45.121.249,CF-F7-7A-59-BF-F1,Bangalore,73,68,RHEL,04/19/2021 03:20:58
HHUFF-28944,231.170.139.219,8F-22-FB-4C-70-F3,Berlin,72,48,FreeBSD,02/09/2023 15:52:52
MNFRP-84295,42.116.121.200,F6-0A-0A-A8-9B-D6,Toronto,38,63,Windows,03/02/2021 20:44:51
DNBYX-94645,232.220.173.178,36-75-D5-BB-6C-69,New York,70,22,Windows,05/07/2023 05:33:02
VOEPK-18757,23.191.58.19,9F-03-30-99-9D-89,Bangalore,31,67,Windows,11/05/2022 10:39:11
TPWSD-94080,156.51.180.114,0F-9A-21-F1-B1-43,Bangalore,28,30,FreeBSD,01/05/2023 23:11:30
BWZGI-82744,81.22.202.237,F6-64-68-0B-A0-0C,Auckland,45,35,Fedora,09/13/2021 22:19:38
XNVRG-52819,168.37.114.64,89-BB-24-1B-19-B0,New York,4,83,FreeBSD,07/30/2021 17:55:57
DHPHW-38554,30.54.11.167,86-FC-79-D6-DB-95,Tokyo,11,48,FreeBSD,06/12/2021 05:26:18
IQKUZ-27472,206.160.240.133,7D-B3-B2-05-24-3C,Auckland,85,64,Windows,03/16/2022 05:00:31
ALKAV-80148,91.162.1.167,D3-1C-1D-4C-DA-CE,Toronto,34,22,RHEL,06/15/2022 04:00:55
FRASA-80489,192.212.215.73,6A-1C-2D-D9-54-F5,Berlin,28,76,Windows,08/29/2022 08:55:48
JVJYH-10687,223.225.245.23,E8-2F-8A-66-BD-0C,Berlin,6,78,RHEL,01/09/2021 09:31:59
LOAXO-99042,140.236.43.231,26-B5-B7-F8-9B-E3,New York,71,23,FreeBSD,08/21/2021 06:52:54
WERTA-07233,122.140.217.88,D4-74-92-3C-5F-EF,Tokyo,68,72,Fedora,04/17/2023 15:04:28
QEOBK-03571,66.151.177.210,89-49-67-7F-E1-6D,Bangalore,67,43,FreeBSD,02/20/2021 23:16:12
AHGGS-05332,166.192.131.88,0A-F5-34-E5-56-4B,Auckland,49,84,FreeBSD,11/14/2021 11:18:58
VZRZS-60497,43.213.56.105,19-67-9A-18-7C-69,Toronto,74,26,Windows,05/26/2021 18:36:06
IQNBE-82028,103.1.24.95,CA-72-76-80-52-6E,New York,84,24,RHEL,02/16/2023 22:07:05
RICET-34810,169.126.130.228,D8-2A-CD-0F-D4-BC,Berlin,21,54,Windows,08/24/2021 06:26:02
TKMXM-51347,162.111.79.149,10-5F-35-8B-EE-D3,Bangalore,15,28,FreeBSD,06/17/2022 14:32:10
DTBHX-58595,253.194.20.15,03-82-1F-13-6E-9C,New York,8,84,Windows,06/17/2023 06:10:15
HUWZP-66897,90.146.185.26,A4-92-EA-A3-68-B9,Tokyo,30,58,RHEL,02/15/2023 21:33:21
OKAHZ-86790,140.235.179.37,EB-C2-0F-2A-1D-2F,Tokyo,25,78,RHEL,11/09/2022 01:57:05
NGRON-29247,115.128.164.109,DD-58-92-87-E3-8F,Toronto,59,55,Windows,04/22/2023 11:07:19
YITGK-69218,179.242.65.77,E7-17-52-30-BB-DD,New York,7,52,Fedora,12/31/2021 08:43:57
DCYTY-07373,241.243.160.52,6D-E3-D3-A9-8E-AB,New York,85,64,Fedora,10/28/2022 00:23:26
JOBXW-78806,89.175.184.153,CF-B7-FE-F8-63-22,Toronto,68,22,RHEL,04/08/2021 03:49:40
YQUYN-76802,101.188.202.18,CE-56-A8-ED-B6-E9,London,29,20,Windows,03/08/2022 10:25:55
OVKXS-57661,188.246.76.81,BB-C0-47-16-C8-DE,Bangalore,25,29,FreeBSD,08/18/2021 17:45:41
RMZSM-88544,50.173.77.46,96-2F-3C-FF-B8-74,London,62,81,RHEL,01/26/2022 11:06:51
FXCZQ-88604,135.254.2.202,AB-6A-49-E1-48-E6,New York,56,33,Fedora,07/30/2021 21:22:59
UNDHA-79428,255.152.169.142,70-99-19-DB-DC-7E,Berlin,13,29,Windows,08/15/2022 00:21:06
LUWIT-78251,139.41.151.166,71-15-FB-F2-07-CF,London,28,22,Fedora,12/27/2021 02:28:01
JGSWL-26338,247.20.91.64,EA-24-DA-6E-3E-DA,Tokyo,39,52,Fedora,05/09/2022 17:29:04
UKUDI-92645,161.78.103.43,42-AF-46-D1-E2-25,London,48,53,Fedora,06/15/2023 01:06:56
NZGYO-07572,111.94.191.183,6C-FC-8C-34-0B-7B,Berlin,22,51,FreeBSD,12/24/2021 00:20:27
GMUCU-54760,22.12.0.104,62-91-88-0F-1C-E5,Toronto,53,81,FreeBSD,06/10/2021 06:51:47
OUDGQ-79538,239.189.72.96,3B-9C-FE-C8-B9-F2,Toronto,62,42,Fedora,02/26/2022 19:05:27
KAOWN-59707,81.177.68.165,28-97-70-21-D4-00,Bangalore,17,26,FreeBSD,09/06/2022 15:27:27
DZTCY-90407,116.98.222.255,E1-FC-38-97-D6-56,New York,46,80,Fedora,03/19/2021 01:55:48
PDDWS-31088,71.46.180.203,C0-70-2F-02-FA-EE,London,13,51,FreeBSD,08/12/2022 08:42:33
OTQPS-05460,179.54.246.35,36-C1-86-87-75-2E,London,57,33,Fedora,06/13/2022 15:48:36
UTVMV-27218,212.13.17.33,1B-89-87-51-BD-CD,Toronto,66,78,RHEL,04/20/2022 06:05:06
WAUUQ-75366,47.176.25.130,2C-58-BF-22-19-C4,Tokyo,58,58,Fedora,03/13/2022 07:08:14
BKNZK-07313,100.192.102.1,AE-91-BB-BB-13-E1,Auckland,71,21,FreeBSD,09/22/2022 04:42:30
MZSCR-30025,61.18.112.120,18-AB-CF-16-DE-A3,Toronto,75,77,Windows,09/11/2022 12:13:05
TVIZH-19661,192.180.251.27,28-5E-BA-6B-2C-89,Auckland,31,60,Fedora,09/15/2022 17:45:45
AANFS-72555,213.181.130.177,9B-20-33-E2-61-AC,Tokyo,99,57,Windows,01/08/2022 04:27:51
SLERP-54981,38.235.168.19,65-80-72-AB-54-34,London,86,84,FreeBSD,08/14/2022 10:00:12
GKUKR-17927,131.241.129.33,C5-2D-BD-17-33-FD,Berlin,20,85,Windows,05/13/2021 05:55:42
CDYBF-01175,43.96.64.156,26-B4-F8-3B-00-6C,Auckland,2,49,Fedora,02/15/2023 19:53:41
IFIKE-58833,211.70.162.223,37-C9-43-1C-3C-D8,Bangalore,55,75,FreeBSD,06/23/2021 20:19:14
KOUPB-16976,150.15.178.103,56-12-2F-9B-FF-E1,Berlin,81,81,Fedora,04/08/2021 21:29:13
HYQDF-05590,69.223.187.57,AD-03-EA-30-0D-85,Tokyo,31,74,FreeBSD,09/10/2021 01:10:38
OWCND-64124,128.162.5.159,B9-F8-3A-97-D0-ED,London,68,42,FreeBSD,01/09/2023 15:25:04
VHJSS-31128,221.148.8.149,81-3B-B3-22-3F-B6,Tokyo,89,42,Windows,10/20/2022 00:26:34
SOXQG-14394,43.116.241.133,17-26-DE-71-BE-39,London,82,85,Fedora,04/20/2023 19:18:53
ZGMRG-04142,44.103.177.167,41-24-85-DD-4F-11,Toronto,57,62,Windows,05/02/2023 22:57:56
BALSG-05488,83.208.72.254,0B-79-F1-6D-73-A1,Toronto,77,61,Windows,04/20/2022 21:31:22
HALSG-26828,43.84.88.48,48-1D-A3-8F-E8-9D,Bangalore,36,32,Windows,11/24/2021 17:30:27
HHMNG-16131,215.69.236.58,DC-C4-B4-38-52-E3,Auckland,38,84,RHEL,05/08/2022 20:17:49
ZCQKK-90286,201.239.99.158,9F-96-7A-F1-B5-FB,Auckland,10,53,FreeBSD,11/14/2022 01:40:22
DOKFT-47491,211.144.98.32,4E-C8-0A-60-44-32,New York,3,27,RHEL,12/10/2021 15:27:18
WVQPJ-66429,56.176.240.8,D9-3D-70-2A-17-91,Bangalore,46,32,FreeBSD,06/19/2021 11:32:31
IGRDU-22727,138.189.213.141,E2-93-79-61-8D-97,Auckland,59,20,RHEL,02/06/2021 01:01:51
ORSMJ-44010,193.175.172.220,74-37-1E-12-61-31,Toronto,63,40,Fedora,04/25/2022 16:59:06
NQICV-97897,238.46.54.178,51-B4-BF-4B-C1-8B,London,2,49,RHEL,02/14/2021 15:05:33
PMJZA-38424,64.5.37.193,7B-E8-A6-A4-0F-C8,New York,45,65,Fedora,08/24/2022 20:28:09
PAYPM-40881,96.246.96.155,4F-70-A0-AB-12-D9,Bangalore,48,43,Windows,08/07/2022 00:10:12
NYBWQ-40204,255.45.15.198,F6-02-E6-9C-A0-89,Auckland,92,52,FreeBSD,06/05/2023 15:38:26
EQSIB-25979,80.117.135.65,00-B6-07-DF-E3-DC,Auckland,26,21,RHEL,04/22/2023 16:18:43
